id,path,folder_hint,jitter_local,shimmer_local,hnr_db,cpps_db,f0_mean_hz,f0_std_hz,f0_min_hz,f0_max_hz,f0_voiced_ratio,alpha_ratio_db,spectral_flux_mean,spectral_flux_std,spectral_slope_db_per_hz,spectral_centroid_mean_hz,spectral_centroid_std_hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
Mnormal2,dataset\ไฟล์เสียง\normal\Mnormal2.mp3,normal,0.004817713417585616,0.02803208037302096,21.205287624658034,14.954428562445738,102.080545859707,1.222786516584323,99.71184887709214,109.99999999999999,0.7925925925925926,13.914888641929466,0.028559178113937378,0.02803709412632662,-0.002119327366890785,1524.3940473865164,762.0046519863489,-401.56494140625,209.9816131591797,-12.099474906921387,8.511472702026367,17.55919647216797,15.916631698608398,-15.566943168640137,5.054196357727051,19.343555450439453,-7.82848596572876,-9.070091247558594,27.426671981811523,7.208198547363281,104.25505828857422,56.6231575012207,20.009967803955078,11.316795349121094,8.215164184570312,5.664496421813965,11.50049877166748,9.164090156555176,10.783138275146484,7.452754020690918,11.179622650146484,10.935125350952148,4.851521968841553
Mnormal3,dataset\ไฟล์เสียง\normal\Mnormal3.mp3,normal,0.0030803959466032993,0.016006018179009183,28.295413961480975,13.130028839513018,122.87709581623042,8.34664821125471,65.40639132514966,139.3941668115768,0.9484808454425363,20.911920864771616,0.02025865577161312,0.03565359563087024,-0.0016227243055689177,794.2441206759478,375.087012609726,-392.0367126464844,201.9153289794922,22.759891510009766,20.48529052734375,25.508922576904297,-4.23293399810791,-13.928609848022461,17.779645919799805,21.302352905273438,-13.856010437011719,-4.8128342628479,17.181203842163086,8.150064468383789,69.84834289550781,38.86173629760742,22.546142578125,7.611424446105957,8.23602294921875,9.335951805114746,10.336409568786621,5.240912437438965,7.782925128936768,8.22808837890625,5.246483325958252,4.852346420288086,3.6295976638793945
normal2,dataset\ไฟล์เสียง\normal\normal2.mp3,normal,0.004532929158186444,0.030288342297127544,19.63427236586313,9.409495310295206,249.6378469266892,2.2662668295582034,226.44649206156825,252.71363809934766,0.828125,9.33035889165196,0.022222869098186493,0.015022603112179084,-0.0022685660033083567,2277.392316658319,771.2373898044145,-458.6600036621094,149.0432891845703,-42.530845642089844,23.152084350585938,-24.01848602294922,4.219912528991699,-11.917283058166504,22.37943458557129,-8.134439468383789,-9.093718528747559,-0.6612892150878906,3.401071548461914,4.872365951538086,89.32273864746094,26.640113830566406,25.33016586303711,8.195952415466309,18.452043533325195,9.614986419677734,10.466124534606934,6.710888385772705,8.372529983520508,7.215087413787842,7.694635391235352,6.5076584815979,7.035106182098389
normal3,dataset\ไฟล์เสียง\normal\normal3.mp3,normal,0.004513270622355082,0.029589711608396567,19.48983183158626,8.388459102337366,246.8892344216067,2.0231530376088993,231.73942791006385,266.19869962824436,0.8684931506849315,14.708957342686357,0.02128659002482891,0.014968862043922738,-0.002280735887855751,2414.3498549671513,406.21383441685157,-440.733642578125,143.3410186767578,-31.63271141052246,34.00935363769531,-34.62670135498047,4.842667579650879,-12.889721870422363,26.705629348754883,-6.060643196105957,-18.62302017211914,7.327429294586182,-4.1859612464904785,4.028287887573242,70.49913787841797,16.66573143005371,14.900799751281738,9.962337493896484,18.487812042236328,6.425359725952148,10.960333824157715,6.145190715789795,6.961697101593018,6.702099800109863,5.087704658508301,6.714206695556641,6.042901992797852
normal4,dataset\ไฟล์เสียง\normal\normal4.mp3,normal,0.005230595985072632,0.029088815395227962,21.043826272315307,9.33462313489898,239.2020236516094,2.21423080014335,219.99999999999997,246.94165062806206,0.8453453453453453,13.555917554559295,0.021124687045812607,0.01591520752597719,-0.0021168910155812347,2297.5621203173378,420.74325255748124,-394.67730712890625,145.81568908691406,-18.914270401000977,24.142406463623047,-27.86956024169922,14.139705657958984,-16.44696617126465,25.82912254333496,-3.951920509338379,-18.81267547607422,-4.902439117431641,-4.667675495147705,9.104930877685547,74.30852508544922,17.989614486694336,11.218232154846191,9.28161334991455,21.463199615478516,11.054699897766113,11.932963371276855,7.378526210784912,5.940310001373291,10.695144653320312,5.867306709289551,7.850220203399658,4.907323837280273
normal5,dataset\ไฟล์เสียง\normal\normal5.mp3,normal,0.0038033742185601717,0.028482726396453602,20.473881807068203,9.611596118662833,232.7135654187456,2.2110684015506377,226.44649206156825,246.94165062806206,0.8172942817294282,12.328325306365189,0.023380018770694733,0.01712780029508568,-0.0021216013270009015,2373.85710678802,399.44832634715164,-374.391357421875,146.49044799804688,-25.16597557067871,21.406587600708008,-26.614364624023438,14.17374324798584,-20.263540267944336,31.107975006103516,-2.133941650390625,-19.826702117919922,-2.127626657485962,-6.9039626121521,7.643509864807129,83.32268524169922,19.08927345275879,12.63631820678711,12.03688907623291,20.705425262451172,6.029929161071777,14.787726402282715,8.685470581054688,5.273088455200195,8.296784400939941,4.64326810836792,9.57420539855957,3.723012924194336
logitechScream,dataset\ไฟล์เสียง\Scream\logitechScream.mp3,Scream,0.051297815746822774,0.23239343311337082,0.5927997679798979,4.493312405669101,569.0282572626849,8.530285563709837,544.8415985660737,583.9467666289698,0.22524271844660193,-11.393315339476665,0.0627216175198555,0.009678739398723074,-0.0028278683992877486,1732.8014244462777,185.83783878760866,-273.0682678222656,215.64488220214844,-115.00060272216797,-59.35979080200195,-13.346386909484863,-46.0859489440918,14.038298606872559,19.33212661743164,-28.834373474121094,-9.869845390319824,1.3306498527526855,-13.561965942382812,-15.65349292755127,42.37361145019531,16.367046356201172,34.38718032836914,12.905848503112793,13.442440032958984,11.235121726989746,7.5259623527526855,6.398496627807617,6.325168132781982,4.64251184463501,4.429988861083984,5.583631992340088,5.481719017028809
maonoScream,dataset\ไฟล์เสียง\Scream\maonoScream.mp3,Scream,0.042053637368934284,0.19601497781578153,0.8287027432982266,5.7987715692237325,283.4217378862157,2.6291888124607508,277.1826309768721,288.6197829762387,0.06830122591943957,-6.123074099736736,0.03936249390244484,0.01004771443082372,-0.0032765768631201,4108.1027525214695,542.4370629110249,-166.72348022460938,123.20216369628906,-87.97892761230469,10.721757888793945,-69.4471435546875,22.65357208251953,-23.96051025390625,36.36296081542969,-22.995351791381836,-13.668570518493652,13.51877212524414,-13.637255668640137,-11.450531959533691,55.580482482910156,18.94561195373535,12.29548168182373,9.018030166625977,16.336380004882812,7.341060161590576,10.200319290161133,9.738003730773926,9.673322677612305,11.452332496643066,7.397235870361328,13.772737503051758,9.567205429077148
Mhoarsed2-wind,dataset\ไฟล์เสียง\wind\Mhoarsed2-wind.mp3,wind,0.08006040746049169,0.208035947079709,4.161031602575839,3.6489808519517415,575.1141804276848,7.479047081672835,538.5835590540482,580.5834807400734,0.034210526315789476,-3.8683936471577747,0.04503493010997772,0.022615671280128594,-0.0035421598724089606,4674.859445884167,1271.702765850848,-493.4743347167969,108.20144653320312,-53.697513580322266,44.05656814575195,-28.81095314025879,52.52040100097656,-16.98213768005371,2.177232027053833,-17.072147369384766,-2.134009838104248,18.2379093170166,20.191097259521484,4.162365436553955,63.86819839477539,26.035505294799805,29.44428825378418,13.5618896484375,17.539592742919922,13.220044136047363,8.794902801513672,9.41171932220459,9.091686248779297,8.864862442016602,6.899553298950195,6.414255619049072,6.717052936553955
totalWind,dataset\ไฟล์เสียง\wind\totalWind.mp3,wind,0.05750878649270454,0.20601823012100987,0.7094176615687245,5.267073222144086,524.6135287916494,11.967825465321548,499.62194879118596,564.0553960451207,0.24519230769230768,-3.239825675594534,0.04509631171822548,0.010687508419169742,-0.003144183247955965,3669.8947718820555,653.762395978835,-297.0509948730469,147.03091430664062,-31.582056045532227,13.727492332458496,-60.70674514770508,21.846914291381836,-22.17863655090332,50.52814483642578,6.096817970275879,-26.469661712646484,19.75815200805664,3.5428466796875,-9.180902481079102,80.65926361083984,22.63169288635254,16.649738311767578,11.103203773498535,25.555339813232422,6.960459232330322,12.849480628967285,11.775348663330078,7.3276777267456055,12.194432258605957,7.6763739585876465,9.401169776916504,8.470463752746582
